YearAndSession,BillNumber,Title,Synopsis,bill_summary,programmatic,program_start_year,program_end_year,funding,responsible_party,stakeholders,innovative_summary,innovative_score,child_poverty_direct_summary,child_poverty_direct_score
2025 Regular Session,HB0001,"Department of Transportation - Human Trafficking Awareness, Training, and Response (See Someone, Save Someone Act)","Requiring the Maryland Department of Transportation to develop or identify and implement a training program for transportation sector employees on the identification and reporting of suspected human trafficking victims; requiring transportation sector employers to certify by January 1, 2027, and each year thereafter that certain employees have completed the training program; requiring new employees to receive training within 90 days of hiring; removing civil and criminal liability for reporting of suspected trafficking; etc.","The bill requires the Maryland Department of Transportation to develop or identify and implement training programs for transportation-sector employees on identifying and reporting human trafficking. It also mandates employers to certify employee training completion, establish reporting procedures, and implement prevention policies, along with public service announcements at transit locations.",True,2025,2026,0.0,Maryland Department of Transportation,"Transportation-sector employees, employers, and transportation users in Maryland","The program employs a comprehensive approach combining training, reporting procedures, prevention policies, and public awareness campaigns to combat human trafficking within transportation sectors.",7,"The program has a moderate potential to impact child poverty by addressing human trafficking, which can include child victims, and improving safety and awareness.",6
2025 Regular Session,HB0003,State Board of Physical Therapy Examiners - Revisions,"Clarifying the definition of ""physical therapist assistant"" as used in the Maryland Physical Therapy Act to mean an individual licensed by the State Board of Physical Therapy Examiners; increasing the membership of the State Board of Physical Therapy Examiners from 8 to 9; and requiring the Board to send renewal notices to licensees by electronic means, rather than first-class mail, unless the licensee requests to receive the renewal notice by first-class mail.","The bill revises the Maryland Physical Therapy Act by clarifying the definition of 'physical therapist assistant', adjusting the membership of the State Board of Physical Therapy Examiners, and changing the method of sending renewal notices to licensees from first-class mail to electronic means, with provisions for fallback mailing.",True,2025,2025,0.0,State Board of Physical Therapy Examiners,"Licensed physical therapists, physical therapist assistants, and licensees in Maryland","The bill introduces a shift from traditional mail to electronic communication for license renewal notices, leveraging digital technology to improve efficiency and communication.",6,"The bill has limited direct impact on child poverty, focusing mainly on professional licensing procedures.",2
2025 Regular Session,HB0004,Restrictions on Use - Solar Collector Systems - Alteration,Prohibiting a restriction on land use that increases the cost of installing a solar collector system by at least 5% over a certain cost or that reduces the efficiency of the system by at least 10% under a certain energy generation level; authorizing a community association to impose certain restrictions on the installation of solar collector systems in common areas or common elements; authorizing a community association to install a solar collector system in common areas or common elements under certain circumstances; etc.,"The bill prohibits restrictions on land use that increase the cost or decrease the efficiency of installing solar collector systems, and allows community associations to regulate or prohibit the installation of solar systems in common areas, including the ability to install systems in those areas.",False,2025,2025,0.0,Maryland Department of Housing and Community Development or local land use authorities,"Property owners, community associations, solar energy providers, residents interested in solar energy","The bill introduces specific standards for evaluating restrictions on solar energy systems, including requiring documentation from independent specialists and recording solar easements, which is a structured approach to facilitating solar energy adoption.",6,The bill has limited direct impact on child poverty as it mainly addresses land use restrictions and community association rules for solar energy systems.,3
2025 Regular Session,HB0009,Public Safety - Food System Resiliency Council - Definitions and Reports,"Altering certain definitions related to the Food Resiliency Council; defining what constitutes ""healthy food priority areas"" as predominantly lower-income areas that have limited access to retail outlets that sell, affordable, healthy foods; defining ""wasted food"" as food not used for its intended purpose; requiring the Council to make recommendations to increase the availability of local foods, create market opportunities for Maryland food businesses, and expand access to small scale food production infrastructure; etc.","This bill establishes the Maryland Food System Resiliency Council to address food insecurity, promote equitable access to healthy foods, reduce food waste, and support local food production and procurement. It defines key terms, sets reporting requirements, and aims to improve the long-term resilience of Maryland's food system.",True,2025,9999,0.0,Maryland Department of Emergency Management (Office of Resilience),"Residents of Maryland, especially those experiencing food insecurity, local food businesses, schools, and food council organizations.","The bill promotes a comprehensive, multi-stakeholder approach to food system resilience, including data analysis, policy recommendations, and support for local food markets, which is a modern approach to addressing food insecurity.",7,The program has a high potential to reduce child poverty by improving access to healthy foods and supporting local food initiatives.,8
2025 Regular Session,HB0011,"Health Insurance - Access to Nonparticipating Providers - Referrals, Additional Assistance, and Coverage","Repealing the June 30, 2025, termination date for certain provisions of law related to referrals to and reimbursement of specialists and nonphysician specialists who are not part of a carrier's provider panel; prohibiting certain carriers from imposing utilization review requirements other than would be required if the covered benefit was provided by a provider on the carrier's provider panel under certain circumstances; etc.","The bill repeals the sunset date for laws requiring insurers and health plans to facilitate access to specialists and nonphysician specialists outside their provider panels, especially for mental health and substance use disorder services. It mandates procedures for referrals, assistance, and reimbursement rates, and sets a timeline for establishing reimbursement formulas.",True,2026,2025,0.0,Maryland Health Care Commission,"Individuals seeking mental health and substance use disorder services, health insurers, providers, and consumers in Maryland","The bill introduces a structured process for accessing nonparticipating providers, including assistance and standardized reimbursement formulas, which employs new approaches to healthcare access and provider reimbursement.",7,"The program has a moderate potential to impact child poverty by improving access to mental health and substance use services, which can support child well-being.",6
2025 Regular Session,HB0012,Cannabis - Sale and Distribution - Tetrahydrocannabinol Offenses,"Authorizing the officers and employees of the Field Enforcement Division of the Alcohol, Tobacco, and Cannabis Commission to issue a citation for a violation of §10-108 of the Criminal Law Article; prohibiting the sale or distribution of certain products that contain tetrahydrocannabinol or are advertised as containing tetrahydrocannabinol; authorizing the Executive Director of the Commission to seize, destroy, or confiscate a certain unlawful product; etc.","The bill updates Maryland laws regarding the sale, distribution, and regulation of tetrahydrocannabinol (THC) and related products, including establishing licensing, testing, and enforcement provisions, and increasing penalties for violations.",True,2025,2030,0.0,"Maryland Alcohol, Tobacco, and Cannabis Commission","Cannabis producers, distributors, retailers, and consumers in Maryland, especially those under 21","The bill employs modern regulatory approaches, including licensing, testing standards, and digital age-verification mechanisms, to control THC products.",7,The bill has limited direct impact on child poverty but may improve public health and safety related to cannabis use.,3
2025 Regular Session,HB0015,Corporations and Associations - Limited Worker Cooperative Associations - Authorization (Maryland Limited Worker Cooperative Association Act),"Authorizing the formation of limited worker cooperative associations; and establishing rules and procedures for the formation, governance, conversion, and dissolution of limited worker cooperative associations.","The bill authorizes the formation of limited worker cooperative associations in Maryland, establishes rules for their formation, governance, conversion, and dissolution, and creates a new legal framework for these entities.",True,2026,9999,0.0,Maryland Department of Commerce or relevant state agency for business registration and regulation,"Workers interested in forming or joining worker cooperatives in Maryland, and the broader Maryland economy","The bill introduces a new legal structure for worker cooperatives, allowing them to operate as a distinct type of entity with specific governance and membership rules, employing innovative cooperative governance approaches.",8,"The program has high potential to impact child poverty by promoting worker ownership, economic stability, and income equality through cooperative business models.",8
2025 Regular Session,HB0018,Vehicle Laws - Noise Abatement Monitoring Systems Pilot Program - Inspection and Extension,Establishing that certain provisions of law relating to the inspection of recorded images apply to recorded images produced by a noise abatement monitoring system; and extending by 2 years the reporting and termination dates of the noise abatement monitoring systems pilot programs in Montgomery County and Prince George's County.,"The bill extends the pilot programs for noise abatement monitoring systems in Montgomery County and Prince George's County, including the use of noise monitoring systems and the reporting requirements for these counties.",True,2024,2028,0.0,Maryland counties implementing noise abatement monitoring systems,Residents and motorists in Montgomery County and Prince George's County,The program employs noise abatement monitoring systems to reduce noise pollution and includes data collection and reporting to evaluate effectiveness.,7,"The program has limited direct impact on child poverty, focusing mainly on noise pollution reduction.",2
2025 Regular Session,HB0019,"Health Occupations - Nursing - Loan Repayment, Education, and Sunset Extension (Building Opportunities for Nurses Act of 2025)",Expanding the purpose of the Maryland Loan Assistance Repayment Program for Nurses and Nursing Support Staff; requiring the Department to prioritize funding for nurses or nursing support staff who practice in an area with a shortage of nurses or nursing support staff or who practice in a specialty where a shortage has been identified; altering certain education requirements for licensure; repealing a certain requirement that the State Board of Nursing approve certain nursing assistant training program sites within a certain time period; etc.,"The bill extends and modifies the Maryland Loan Assistance Repayment Program for nurses, including expanding eligibility, increasing program duration to 2030, and updating licensing and training requirements for nursing support staff and nurses.",True,2016,2030,0.0,Maryland Department of Health and Maryland Board of Nursing,"Nurses, nursing support staff, healthcare facilities, and underserved communities in Maryland","The bill employs a comprehensive approach combining loan repayment, licensing updates, and targeted workforce incentives, integrating regulatory and financial strategies to address healthcare workforce shortages.",7,The program has a high potential to reduce child poverty by strengthening healthcare workforce and improving access to healthcare services in underserved areas.,8
2025 Regular Session,HB0022,Department of Public Safety and Correctional Services - Study on Location of Individuals Prior to and Following Incarceration,"Requiring the Department of Public Safety and Correctional Services to conduct an annual study examining and comparing certain data regarding an individual's residence prior to incarceration and on release from a State correctional facility; and requiring the Department by October 1, 2026, and each October 1 thereafter, to report the results of the study to certain committees of the General Assembly.","This bill requires the Maryland Department of Public Safety and Correctional Services to conduct a study on the residence locations of individuals before and after incarceration, including data on their county of residence, transfer details, and comparison of release locations, with reports due annually starting October 1, 2026.",False,2025,2026,0.0,Department of Public Safety and Correctional Services,Individuals incarcerated in Maryland and their communities,"The bill employs data analysis and reporting to understand incarceration and release patterns, which is a standard approach but important for policy development.",4,"The bill has limited direct impact on child poverty, focusing more on data collection and analysis of incarceration locations.",2
